3.324856e-01	1.615407e-01
7.412745e-01	1.922276e-01
2.577467e-01	1.817469e-01
9.304049e-01	1.837247e-01
4.353570e-01	1.905761e-01
5.011384e-01	2.183374e-01
8.699032e-01	1.740670e-01
5.755744e-01	1.913644e-01
9.428822e-02	2.084988e-01
9.034044e-01	2.139451e-01
9.316636e-01	2.110138e-01
2.288247e-01	1.828752e-01
9.987829e-01	2.136291e-01
9.369183e-01	2.001964e-01
2.992350e-01	2.054386e-01
1.294226e-01	1.932148e-01
9.860982e-01	1.639401e-01
3.542133e-01	2.138374e-01
8.319787e-01	1.766506e-01
8.927208e-01	2.008662e-01
2.060796e-01	2.012039e-01
6.533441e-01	1.585777e-01
2.820641e-01	1.799046e-01
9.851004e-01	2.008762e-01
3.639761e-02	1.934304e-01
1.739677e-01	2.076537e-01
6.836248e-01	1.966585e-01
8.281326e-01	1.870183e-01
9.116809e-01	1.803533e-01
7.496793e-01	1.789069e-01
6.170504e-01	2.014817e-01
2.441665e-01	2.002453e-01
4.909538e-01	2.304865e-01
8.747970e-01	1.563291e-01
1.745714e-01	1.976545e-01
9.263109e-01	2.062825e-01
3.759354e-01	2.008975e-01
4.447458e-02	1.602269e-01
5.018853e-01	2.041174e-01
4.702236e-01	1.702508e-01
9.478790e-01	1.967709e-01
4.335488e-01	1.495100e-01
6.990484e-01	1.870509e-01
9.466619e-01	2.052912e-01
3.704672e-01	1.741569e-01
9.982834e-01	1.740986e-01
7.608455e-02	1.870033e-01
3.565654e-01	1.837044e-01
3.524967e-01	2.021460e-01
9.080633e-01	1.822534e-01
2.492861e-01	1.885480e-01
5.585763e-01	1.987128e-01
5.614074e-01	1.988230e-01
5.313503e-01	1.701516e-01
5.436767e-01	1.865212e-01
5.978050e-01	1.948274e-01
7.053179e-01	2.064177e-01
2.273015e-01	2.120170e-01
4.259376e-01	2.312733e-01
6.169988e-01	2.048973e-01
9.769808e-01	1.958455e-01
4.298798e-02	2.011233e-01
8.611653e-01	2.100084e-01
4.679346e-01	1.879151e-01
9.177850e-01	2.086655e-01
3.573664e-02	1.742023e-01
3.942455e-01	2.067977e-01
2.937204e-01	1.605543e-01
8.021123e-02	2.200237e-01
8.961308e-01	1.755334e-01
7.639441e-01	2.194169e-01
2.809023e-02	1.729469e-01
3.296796e-01	2.016418e-01
4.629924e-01	1.543325e-01
9.747522e-01	1.953312e-01
7.001468e-01	1.802486e-01
4.612758e-01	1.603814e-01
5.083671e-02	1.853878e-01
5.671216e-02	1.589667e-01
8.137725e-01	1.911527e-01
9.589000e-01	1.836185e-01
3.059983e-01	2.175909e-01
3.723488e-01	2.011221e-01
5.203073e-01	1.690800e-01
8.373485e-01	1.921673e-01
9.160255e-01	2.109141e-01
1.181123e-01	1.717531e-01
5.426665e-01	2.063038e-01
1.433270e-01	1.727810e-01
5.440499e-01	1.656092e-01
1.596653e-01	2.076039e-01
1.203078e-01	2.017852e-01
5.870379e-01	1.884359e-01
2.083055e-02	1.845330e-01
5.882424e-01	1.771551e-01
5.048229e-01	1.722341e-01
5.656719e-02	1.928089e-01
9.824879e-01	1.997138e-01
7.985433e-01	2.201780e-01
1.367784e-01	2.074488e-01
8.786187e-01	1.844018e-01
5.624874e-01	1.922444e-01
1.648687e-01	1.980823e-01
2.082983e-01	1.919730e-01
2.547980e-02	1.913597e-01
1.396208e-01	1.894243e-01
9.084451e-01	1.701381e-01
4.867556e-01	1.921658e-01
1.904575e-01	1.952263e-01
9.651573e-01	1.888053e-01
3.005280e-01	1.851747e-01
1.493575e-01	1.861198e-01
2.711555e-01	2.108150e-01
6.728768e-01	1.478611e-01
6.696648e-01	1.791812e-01
1.085041e-01	1.999594e-01
5.889023e-01	1.580869e-01
7.877771e-01	1.840130e-01
6.511706e-01	2.113377e-01
7.322293e-01	2.099180e-01
3.318270e-01	1.504622e-01
8.108359e-01	1.974572e-01
8.525371e-01	1.973144e-01
9.188649e-01	1.778849e-01
8.316664e-01	1.985181e-01
4.407795e-01	2.075260e-01
4.236878e-01	1.773460e-01
8.882336e-01	1.566944e-01
4.232675e-01	1.943269e-01
2.222311e-01	1.885597e-01
2.501201e-02	2.046826e-01
3.018862e-01	1.884672e-01
7.847185e-01	1.695066e-01
1.898807e-01	2.015682e-01
5.101845e-01	1.958187e-01
8.101983e-01	1.813929e-01
3.295015e-01	2.384620e-01
4.186296e-01	1.569929e-01
2.969539e-01	1.808957e-01
5.199590e-01	1.876749e-01
3.837869e-01	1.862677e-01
5.974819e-01	1.963777e-01
6.693165e-01	1.927933e-01
6.549424e-01	1.870841e-01
2.703588e-01	1.699440e-01
3.389813e-01	1.948146e-01
7.634465e-01	1.766920e-01
8.592611e-01	2.025410e-01
1.267584e-01	2.291566e-01
4.146171e-01	2.222418e-01
5.914904e-01	1.554444e-01
4.585855e-01	1.320927e-01
2.254529e-01	2.073165e-01
4.440275e-01	1.846593e-01
3.774504e-01	1.769217e-01
5.711936e-02	1.817834e-01
8.848070e-01	1.939413e-01
8.011382e-01	1.691157e-01
9.453530e-01	1.732830e-01
3.080745e-01	2.187397e-01
2.336939e-02	1.799728e-01
9.703650e-01	1.495548e-01
6.099607e-01	1.793096e-01
8.080879e-01	2.206461e-01
1.602456e-01	2.144247e-01
1.201452e-01	2.071595e-01
6.182862e-01	1.263548e-01
4.897471e-01	1.839352e-01
5.387748e-01	1.964943e-01
9.152401e-01	2.023148e-01
9.706084e-03	1.896632e-01
9.225617e-01	1.760414e-01
5.127221e-01	1.626830e-01
6.790226e-01	1.990975e-01
5.775041e-01	1.924069e-01
7.830808e-01	2.075144e-01
1.800384e-02	1.379945e-01
3.409506e-01	2.049571e-01
6.423419e-01	1.812392e-01
1.447623e-01	1.939488e-01
7.555677e-01	1.876347e-01
2.338323e-01	1.766012e-01
6.033477e-01	2.114470e-01
9.810206e-01	2.000435e-01
6.778598e-01	1.944179e-01
9.807981e-01	2.368188e-01
3.813998e-02	1.596147e-01
5.626668e-01	2.257182e-01
7.819364e-01	1.801639e-01
9.834929e-01	1.944660e-01
8.707413e-01	1.718792e-01
8.053058e-01	2.026615e-01
9.538579e-01	2.240578e-01
4.807020e-01	2.145998e-01
6.133937e-01	1.637096e-01
1.141035e-01	1.446315e-01
6.008472e-01	2.041732e-01
2.316799e-01	1.697474e-01
6.038506e-01	2.079355e-01
1.396220e-01	1.784910e-01
1.469200e-01	1.982808e-01
6.135567e-01	1.712402e-01
6.218365e-02	1.824784e-01
6.596421e-01	1.801348e-01
2.925793e-01	1.788926e-01
6.396877e-01	1.821925e-01
4.427229e-01	2.043531e-01
3.105831e-01	2.101707e-01
9.806383e-01	1.989581e-01
8.506480e-02	2.115356e-01
4.553454e-01	1.817147e-01
7.362060e-01	1.820090e-01
3.188971e-01	1.520479e-01
5.869311e-02	2.239033e-01
7.172266e-01	1.637543e-01
9.967568e-01	1.826246e-01
3.949123e-02	1.982339e-01
7.553666e-01	1.860842e-01
5.594236e-01	1.891122e-01
8.214276e-01	1.796741e-01
7.388596e-01	1.805227e-01
4.301649e-01	1.849637e-01
6.267334e-01	1.943131e-01
6.927175e-01	1.789693e-01
9.108669e-01	1.862486e-01
2.401270e-01	1.738850e-01
8.068210e-01	2.041428e-01
5.117141e-01	1.699045e-01
4.718069e-01	1.870830e-01
4.106717e-01	1.967323e-01
6.513361e-01	1.967813e-01
6.187269e-01	1.687374e-01
2.422839e-02	2.044458e-01
7.135197e-01	2.061597e-01
2.783690e-01	1.783247e-01
3.168077e-01	1.898024e-01
3.532074e-01	1.338029e-01
7.210919e-01	2.290629e-01
6.273908e-01	2.190040e-01
3.338458e-01	1.915304e-01
8.061567e-01	1.973520e-01
8.273619e-02	2.117950e-01
7.005180e-02	1.892236e-01
1.250538e-01	1.813389e-01
1.414293e-01	2.071690e-01
7.872784e-01	1.777509e-01
1.218107e-01	1.695954e-01
1.809205e-01	2.105885e-01
5.426451e-01	1.547728e-01
6.812343e-01	1.992953e-01
2.348128e-03	1.844576e-01
2.815046e-01	2.233751e-01
1.113992e-01	1.522774e-01
6.290815e-01	1.631184e-01
9.742221e-01	2.274570e-01
2.226612e-02	1.912922e-01
8.692085e-01	2.043313e-01
7.810431e-01	2.253462e-01
5.339802e-01	1.831029e-01
3.410154e-01	2.113491e-01
1.917148e-01	2.017915e-01
1.853163e-01	1.720423e-01
9.597424e-01	1.999818e-01
2.159432e-01	1.654984e-01
8.988360e-01	2.191226e-01
2.381114e-01	2.291461e-01
5.327509e-01	1.542209e-01
2.520434e-01	1.804943e-01
9.592033e-01	1.765585e-01
1.601417e-01	1.879271e-01
5.858892e-01	1.808964e-01
7.653600e-01	2.086277e-01
2.428779e-01	1.700626e-01
6.559410e-01	1.742830e-01
8.904138e-01	1.973066e-01
3.843072e-01	1.858307e-01
4.432195e-01	2.005352e-01
1.222448e-02	1.850417e-01
5.652277e-01	1.703664e-01
9.858645e-01	1.866414e-01
6.934588e-01	1.876860e-01
5.675758e-01	1.824649e-01
2.673692e-01	1.822735e-01
8.048580e-01	1.709809e-01
1.966573e-01	1.632707e-01
2.415913e-01	1.926007e-01
8.271241e-01	1.491053e-01
6.586580e-02	2.162471e-01
2.263443e-02	2.027776e-01
3.611043e-01	1.683076e-01
4.068812e-01	2.217851e-01
2.143492e-01	1.845861e-01
5.464206e-01	1.911851e-01
3.666236e-01	1.788491e-01
4.302924e-01	1.862586e-01
4.452566e-01	2.072257e-01
6.047350e-01	1.951680e-01
9.630433e-01	1.770756e-01
6.973000e-01	2.003227e-01
5.639383e-01	1.634276e-01
1.231850e-01	1.978454e-01
2.831893e-01	2.105350e-01
3.292983e-01	1.981241e-01
3.660628e-01	1.872500e-01
9.391303e-01	1.954743e-01
2.197121e-01	1.731968e-01
7.503700e-01	2.168608e-01
3.823497e-01	2.111823e-01
2.319366e-01	1.897420e-01
3.155977e-01	2.046087e-01
3.682143e-01	1.721130e-01
9.253954e-01	1.885817e-01
8.831735e-01	1.796295e-01
6.355834e-01	1.841731e-01
7.302534e-01	1.701455e-01
7.983078e-02	1.743386e-01
8.771747e-01	1.948197e-01
5.573775e-01	1.622444e-01
1.456966e-01	2.045389e-01
8.998092e-01	1.792896e-01
9.184818e-01	2.000990e-01
5.525778e-01	2.034099e-01
1.141584e-01	2.235961e-01
4.649024e-01	1.861621e-01
9.192014e-01	2.007641e-01
5.444508e-01	1.814242e-01
9.101590e-01	1.856656e-01
5.239364e-01	1.787352e-01
5.074941e-01	2.004183e-01
6.074590e-01	1.625660e-01
8.787464e-02	2.078780e-01
6.306791e-01	1.674124e-01
8.906483e-01	1.940579e-01
4.171730e-01	1.654289e-01
9.967420e-01	2.290158e-01
8.297786e-01	1.777449e-01
6.368851e-01	1.985085e-01
7.471120e-01	2.064039e-01
2.121283e-01	1.993060e-01
8.688217e-01	1.907614e-01
6.270964e-02	1.888140e-01
5.803426e-01	1.566436e-01
7.942171e-01	1.870399e-01
9.458831e-01	1.863103e-01
2.159260e-01	1.859472e-01
